 	mecr_fc	mecr_bh
ROGDI	-0.2462650078171726	0.0020083490175216
DISP1	0.3120304933262911	0.0014779253163313
STT3B	0.7514176058241904	0.0349589212847597
GPATCH4	0.3899976391841928	2.454538068792345e-07
SPRYD7	-0.2605296698869749	0.015163769724062
FAM107B	-0.1499099333320318	0.2928590842710076
AARSD1	0.0680334616173113	0.3779628757044216
EIF1AD	0.1122966616007439	0.1372622241692668
SCHIP1	-0.7408685333721995	0.0004091962341982
RIC8A	-0.3726857037743434	9.387114624945056e-07
ZC3H15	0.0467709628418241	0.5697502700812725
FAM98A	-0.1540024376056868	0.0135276503598003
URI1	0.7815556901064575	2.3324457276e-06
ECHDC2	-0.287689859128834	0.0082820813307931
GDPGP1	0.0070335087809846	0.8988219467139856
SCRN3	-0.1743652588224949	0.0267879325277126
PYROXD1	-0.1068311082176206	0.2988265154167092
CCDC102A	1.195088302231866	0.0002894809122473
QSOX2	-0.1919447107560316	0.0099249376921328
MICALL2	0.0187213194934448	0.7273012895171015
FAM172A	0.4400387298823852	0.0003288514253151
ITPRIP	1.1805851340273263	0.003025032651657
ANKMY2	-0.3709964837691515	0.0161934820767892
FOXRED1	0.5260612161434101	8.13625019901e-05
D17WSU92E	-0.1163323712752992	0.2447707222483501
TAMM41	-0.0385102750540782	0.7335053809811816
TEX30	-0.3458330923773032	0.0013884739636681
CCNDBP1	-0.0965204258412998	0.6206030043332759
HEXIM2	0.3657530212174817	0.0222573956687533
PBXIP1	-0.1187185806483941	0.701069903660513
UAP1L1	0.4107107490159146	0.031348602238574
WDR70	-0.006175349994818	0.8786513052017642
ZFYVE27	0.7021860325271233	0.0525579398216192
MPHOSPH8	0.1001369849486743	0.5922515558267529
SMYD5	0.3009874726568574	0.0377375195666165
DHRS11	0.556290848113008	0.0500582476945754
TBC1D2B	-0.0862711549050818	0.1590453237658206
OGFOD1	0.8922261450172055	0.0143421911014857
KHSRP	0.0874875841911222	0.2149129687964003
TATDN3	0.3304726529975734	0.0030272171305679
BRMS1L	0.2787240227873527	2.12903890649e-05
UEVLD	-0.2574560870148035	0.1002886806889463
MAST3	-0.4986305079462335	0.0004987357181572
RNF149	0.2616464590956679	0.0003917498345794
ZMYM5	0.0669695009016247	0.4592837504264657
FAM160A2	-0.101623701136233	0.2571146550937062
FAM193B	-0.6035711824387958	5.8348802262e-06
GSE1	-0.2754526039005375	0.0525072638788444
FAM117B	-0.3036057191412215	0.0087173098034091
MIER2	-0.2351641439453064	0.0526431762595826
WDR62	0.3608432132347385	0.0112995488961726
PRMT9	0.0065687064151088	0.9337403274399826
XXYLT1	0.9860136333932734	0.0027184163127048
YRDC	-0.1423051623621984	0.2454875615274123
GTPBP6	0.5423533163357185	0.013246599308174
COL5A2	0.5064718586836916	0.0004209345672101
TRIP13	0.1082633956724066	0.0589777261644343
QRICH1	0.4365730843450918	4.640304557040991e-07
TBRG1	0.6608909257052847	0.0008995785938551
TMEM109	0.1572688117672304	0.4782789269769253
MIF4GD	0.3185177487786187	0.0012803530988674
TRAFD1	-0.464851518287894	0.0069959741798939
WDR41	0.1232856002598475	0.1090311344964575
YIPF3	-0.0127451315463824	0.8213833621692351
MEX3D	-0.3836992477510094	0.0012606218165464
ZNHIT6	0.2708728640624444	0.0004015645124778
FRMD8	-0.3004012582982788	0.0109723508503725
NOM1	0.4903957749015079	0.0388605107689315
ZYG11B	-0.051814619881624	0.4927421520794036
GPATCH11	-0.380644255674272	1.35523094936e-05
NAT9	0.249549560241986	0.0025295067432465
EIF3J1	0.0262282517579463	0.5622253267823468
LRRC58	-4.923175589620991	9.987267236669276e-08
HDHD2	0.3632991028904649	0.0002319200676359
FAM195B	-0.1515296020871696	0.0005588234505617
RREB1	-0.1144637379366151	0.2475328590713045
DIP2B	0.2929524334664426	0.0001655138939523
SPG11	-0.0321750017036995	0.3512269989042816
NT5DC3	-0.3154558487922856	0.0002079462654396
LRRK1	0.5603281041463596	0.0046433483239042
SNX27	-0.2390767057661648	4.26996664625e-05
MIER3	-0.0759185474900035	0.1814012798173508
TMED8	-0.446427929649272	0.0012849991716273
DOPEY2	0.3146566624695128	0.0011674249565424
MTCL1	0.3786888592370953	8.49223624349e-05
D2WSU81E	0.184100379617	0.0837631095830035
RNF10	0.1621955191474164	0.4994220465822403
RMDN3	0.2874428779678127	3.89052728467e-05
SMU1	-0.1984733637431995	0.0026156155313692
ARGLU1	0.1488093948773179	0.0335137078026217
LSG1	0.083721480204962	0.0105260884823892
PPP1R7	0.1158655911889077	0.0999636461773351
SMCR8	-0.0142206328020049	0.5025735720998695
KIAA1033	0.0747613602936962	0.4293142276575808
SPATA5	0.0842553974560627	0.0118579330268687
COBLL1	-0.1899310302562388	0.1383973819612054
LRCH2	0.3733699863914848	0.1976774461466592
NAF1	0.5657899398372689	0.0008857638296765
PPP1R12C	0.2388882816532015	3.2135681685e-06
HDGFRP2	0.0904251287147675	0.1765871539000632
CLN5	0.0046863956743821	0.8972892979728997
EML4	0.2454140470095506	0.0948677950321211
PRRC1	0.4743718365734322	0.001241310854759
SELH	-0.2555167209509896	0.1756903249131715
RBM20	0.3971965146882654	0.0062546010011281
BRD9	0.3132592385496404	0.0052382532341122
TGFBRAP1	0.1610513507288755	0.0103642782570232
SLMAP	0.1547969261131856	0.0442696804856774
CCDC51	0.5073435676660298	0.0002366127382254
PEG3	-1.3877861918794625	0.0010008328045867
ZNF48	0.2996743710420588	0.0018058012362801
PLCL1	-0.0773978834405546	0.3578798387690821
SFSWAP	-0.0459119883487858	0.487617554741273
FCHSD2	0.1442464563973386	0.2106183891176652
ERMP1	0.1064977428309717	0.7286285063542125
KDM7A	-0.2888113307955482	0.1065467425196999
KIZ	0.1862672305882066	0.4667034563801266
NARG2	0.5920447185138239	4.02085044107e-05
FAM86A	-0.0827664004534631	0.54208657371513
TMED1	0.4782682572139929	0.004395685146714
TTC9	-0.8904693074950812	0.000842246509172
CCDC176	0.1041745475340064	0.1922317243344283
RBM44	-0.4445757721331765	0.0018306510662857
TMEM237	0.440424167530186	0.008290826431779
OLFML2B	-1.512929351346506	7.548627664452538e-08
CKAP2	0.7223824390505319	1.9985548606e-06
ESF1	-0.0066315850508412	0.8943436692378285
TMUB2	0.1562611632262253	0.3302858148253578
LACE1	-0.7206150542103329	5.34033436111e-05
PACS2	-0.019304635143109	0.7619325786395933
VEZT	0.2368895887192633	0.231235264637454
SNX25	0.492976995413753	0.1043378335185731
ZFAND3	-0.1285530596032969	0.063565732150015
SRBD1	0.6831261494588234	0.0130626990487994
BAHD1	-0.2054565048605365	0.0008118271293261
SYNE3	0.7479509762240618	0.055270502273443
KLHDC2	-0.185918010832125	0.3091762453268296
ABRACL	-1.0549006584024767	0.0011869296821959
ODR4	0.4601585778984167	0.1187469205210164
ATAD5	0.5623443300426757	0.0417659195958087
MUM1L1	0.0893892778808764	0.7168497323665531
CDV3	0.0921054044536446	0.053347769145376
SNX33	-0.2820445091045276	0.0235421002905554
TMEM65	-0.4017912091227543	0.0135065045796222
TAPT1	0.4307192768254282	0.1808055847679214
R3HDM4	0.8280111962901964	0.0838135290244985
MAEA	-0.3074845918117067	0.0347611733014216
RC3H1	-0.1885281269575608	0.0252455825939151
FAM173A	0.1275605233722953	0.0740355798302547
PHACTR4	-0.4966648646097823	0.0153409063440049
OPA3	0.0282577866375245	0.5614080052039694
LRRC47	-0.2924984384060378	0.0433397337824274
ZNF827	0.6116715716315994	0.0343901531346457
CCNL1	0.5469700682146172	0.0013397015051166
PRUNE2	0.0201731991762738	0.8304924204417838
ADCK4	-0.0644770398721737	0.4888061671391354
DEPTOR	-0.2743647912580673	0.1298245317248171
GALNS	-0.0310631214464813	0.6624847143904731
URB1	0.5107589603218453	0.0164732130915881
ALDH16A1	-0.1118459141830226	0.2378823564598156
EAPP	-0.0438903633170098	0.4923448153527521
MYPN	0.2329231877858965	0.3119962828895895
FAM208B	0.3958636035239915	0.0400892620166094
AFAP1L2	0.9887694391281836	0.0001153498571677
KIAA1551	0.2092687593723027	0.0474660780749927
JCAD	-0.1346906680906794	0.1288057450088616
ZFYVE26	0.0621091940731409	0.3107745453070242
HSPB6	0.1367742504063392	0.4208629150155845
RASSF5	0.8402310093363586	0.0052436574934352
PRKAA1	0.0826942719092023	0.4840631273231092
NUFIP2	-0.1595330039004237	0.0018136110719252
TMEM2	0.5294175807565091	0.0039958327215048
VPS13A	-0.278740157402326	0.0012320817089931
MTUS1	0.5115446666327261	0.0037709332375396
SLC25A51	0.1588247328491553	0.0988945518450094
SLC38A10	-0.5956838876933973	0.0001407792329759
SLC30A9	0.5166916819780992	0.0011762582948115
VPS41	0.1211443382372729	0.0157886980744193
COBL	0.9564393551091884	0.0003829056766035
TTF2	0.56255315080407	0.0015489891552733
SLC16A11	4.988101159057536	0.0142338680601506
URGCP	-0.0483605571246417	0.2078069263317345
NSRP1	0.1907063459120138	0.0094332878503781
NEURL4	-0.4785745188188587	5.1047669229e-06
KIAA1211	0.1204059840519817	0.4842262757512535
HEATR5A	-0.1394472669699924	0.0001055316937792
OSBP2	-3.650188682737625	5.251417999530314e-08
ZSCAN26	0.2525249961151664	0.1917865718520644
NOL10	0.4675507437797158	0.0025327392306921
G2E3	-0.1348919095762577	0.3886401467493747
SMIM7	0.0724430267775955	0.3390781153360391
MOCS1	0.4007271337185981	0.0310637856158812
GSTCD	0.0613091445811294	0.7158544644282605
RBM27	0.098781127557953	0.027175594071231
CCDC157	0.2143889140619436	0.1022839178290069
BOD1	-0.3733933154158483	7.1076381301e-06
TOM1L2	-0.2395677266554411	0.086316794565232
DHRS13	0.3400307045651538	0.0852888805074111
TEFM	0.3172868743659923	0.0648676454338083
COIL	0.481481479786557	0.0097673532964662
ANKRD40	-0.7710264458770458	0.0028708829662187
LUC7L3	0.0171368651900629	0.8260753260963724
GGNBP2	-0.0279271885468796	0.5725577473238656
RAP1GAP2	1.6056719310363865	1.17580202724e-05
TBC1D9B	0.1268603286632232	0.0393999267038486
NACAD	0.175573502962033	0.3877733368374015
ACACA	-0.1364512855101187	0.000195344632301
MYH1	-3.587085907869896	0.0015479412513729
BRIP1	0.5212158039190187	0.005168908886591
SPECC1	0.0503366107950935	0.4389759446105419
MYO1D	0.582297818090939	1.585535068528479e-09
TMEM199	0.088383816670738	0.7692330781972476
KPRP	-0.3035591009829445	0.2665281663423326
RABL6	0.3420117330612258	5.41763763345e-05
UBR3	0.1564287718599421	0.0067618438598492
SCAF1	0.1336124219325772	0.0040147573956633
REPIN1	0.4490540206292278	5.38221135669e-05
MIER1	-0.2061745739603583	0.0046781473835013
ATP13A3	-0.5175353499044745	0.0102482237420097
JAGN1	0.832188274846038	0.0143977821990836
ZDHHC20	0.0849259535023837	0.0581925765298216
ZDHHC18	-0.2902517124821376	0.2012991200993632
CLPB	0.5245422022256055	4.1427095559003313e-07
KHDRBS1	-0.1656892697407693	0.0009323909886138
IRGM1	0.3074639138394684	0.095589124884584
LY75	-0.44798682538519	0.0011817996792099
STXBP3	0.1091638081785498	0.2142697255578015
NFKBIB	-0.4018645836505354	1.9832553763314219e-07
AKT2	-0.324732396778418	4.37753150597e-05
DVL2	0.2079516594899686	0.019685439091677
COL12A1	1.1483114786697424	5.1614737729e-06
HELLS	0.6282771464015925	0.0273046735297471
RIPK1	0.3089373031909125	0.0008898827617364
CAPRIN1	-0.3257241354622855	0.0001146935403324
PTER	-0.127184808183515	0.2336439900782877
VDAC1	0.0582480063448126	0.5626399297038861
LAPTM4A	-0.978290032814293	0.000788660556154
SCARB1	-0.6231433608044742	3.00508076618e-05
PAK3	-0.3827641344814946	0.0007295487087484
TSC2	0.1908593378529702	0.0312116963442705
NIN	-0.0679631146749283	0.2617855954956911
DVL3	-0.233005671481284	0.0261635196831777
EI24	0.4783232547282905	0.1218906288346088
PPM1G	-0.0632140993118773	0.2553082574451757
MAP3K2	0.1124879556897639	0.0443201034701571
DPF2	-0.1372843548977936	0.0264884284961804
SDF4	-0.4327437478458748	0.003853208859469
PRPF4B	0.1956597678977956	0.0043075345032098
BCAR1	-0.8959186047771844	0.0003313228119011
SPIN1	0.3862961661161002	0.3561298464878447
EIF2D	0.2831236230237204	5.4955242684e-06
SNTA1	-0.4120153863924762	0.0001517520478686
SNTB2	-0.1901350169922195	0.0375037155064874
IGBP1	-0.1241950681890436	0.2388007497432722
SIX4	-0.6649363992508133	1.4206793363473305e-07
TNFAIP2	0.3973226019000987	0.0002391901034625
BCAP29	0.5745863925162525	0.0965255215347668
BAD	-0.2460399704277623	0.0041411816584253
IFT88	0.1793769826484244	0.1868179834837422
CMAH	-3.5628091905396846	6.6072758294e-05
MSLN	0.7710532612200102	0.0499620148027045
EWSR1	0.0739935961864812	0.2683354890509425
FCGRT	0.1517559353069683	0.331692785916157
FOXC1	0.4940745668312071	0.3678804061610816
FKBP10	-0.36967960567343	7.9238749341e-06
IGFBP7	-0.0408785932229318	0.7863463177668637
FXR1	-0.5556256042733637	0.0007924565674088
GLI3	0.0453391643838764	0.5508940218227167
ZNF148	0.2647632511650903	0.0054748852330906
DDX19A	-0.284678480710191	0.002909229985166
ATRX	-0.0999470415101813	0.2723453178400937
ITIH2	-0.1390350366248303	0.1990902023906121
DNAJC1	0.4847505061105144	0.1956892379658811
LASP1	-0.5391722470663203	0.0056393628329993
MELK	-0.0608823940113845	0.6880302068558198
FOXC2	-0.3003147371417339	0.1436437335437702
CMC4	0.0634145046963627	0.7430535720778234
NOTCH3	-0.0379971350572523	0.7736691056568218
CEP131	0.1889091104531277	0.0276550161926816
PLCG1	0.0926906410221306	0.3478537871816519
PPP1R14B	-0.6851434116755327	7.53325105485e-05
PTPN21	0.0540668302261029	0.6739282304809033
SEMA4B	0.3754710040297608	0.0132975301407935
TGFB1I1	-0.0429450223465284	0.5268990871012705
SHH	0.8059062166782199	7.4264710297e-06
SIX1	-0.5248947112365521	1.29121796249e-05
SS18	-0.1456839957835392	0.1478809769002244
TGFBR2	0.6535116524714066	0.0091313235000957
TGOLN1	0.2410927311808774	0.0087873861646786
ZPR1	0.2419630501484301	0.0107585907407059
PHLDA1	-1.2515203020796666	3.09405511219e-05
IRAK1	0.2527593305756386	0.0014658586549822
SPEG	-0.0593162206556106	0.2251432003847442
SMAD2	-0.3078057938066884	0.0010273312641219
FKBP3	0.1003096098273885	0.0879781256257023
ZFP91	0.1516926969114644	0.1877717447501947
ZYX	0.2797383866611775	0.0515719877040325
SDPR	1.1941787689661196	0.0079866007607168
MAP2K2	-0.2393032128281664	0.0245197512700499
RAB34	0.5884865837742342	0.0005615225970246
RALY	-0.1424870391086718	0.0042303679662344
TFE3	0.7058301318616437	0.0001894494019289
CCDC18	0.0859692830925208	0.3825312542875176
AEBP1	1.058697029281167	1.10775131697e-05
TRIM24	-0.0591684707156972	0.5558058840753057
SEMA4C	-0.5315915440110863	0.0027795836180507
BTF3	-0.1140580558930847	0.0297958655862676
LY6E	-0.583529412982472	0.0055637531752848
CDK6	-0.819518179679105	1.89538838287e-05
TM4SF1	-0.5582397240275907	0.0303295341879021
NTAN1	-0.1882001956161642	0.0287929172851089
SDC3	0.4677892222253942	0.002592241274263
HIST2H2AB	0.3264944598381148	0.0642952070485154
CR1L	1.124424639802191	2.5106608766e-06
RBM12B2	-0.5470069999266263	0.0008876732178968
PAPD5	0.6269883166614345	1.14411552677e-05
KIAA1549	1.215856673323022	2.85940310792e-05
FAM65A	-1.1272375181618446	2.6794344974706843e-09
ZC4H2	-0.4843394212787045	0.0001009052651388
SPTY2D1	-0.1236059895152876	0.2227048862395442
GALK2	-0.2115117623195244	0.0238274573586983
APEX2	-0.3586965694503997	0.0002316041892708
MEX3B	-0.8239449013839127	0.0052002086953273
PWWP2A	0.4492541503414708	0.0029464951186672
ZNF512	0.4822094591321528	0.0005764600563389
LRRCC1	0.1150036066220455	0.1508459222963587
GPALPP1	-0.0481781529471258	0.620505431131534
KIAA1432	0.0163116859445245	0.8054410368981335
GNPTAB	0.1955226035930832	0.4504594971378141
MYOF	0.4639421536999353	0.0455090708083838
PNKD	-0.172387092508184	0.1738834711708044
KIAA1161	-0.8996096158338783	0.0036929983248927
FAM208A	-0.1576139636052026	0.1775752716348471
PDZRN3	1.6377130317919673	0.0019456048635182
EHBP1	0.2380216184631932	0.0014178725480205
MORC2A	-0.0868296033638985	0.0666340766734448
TMCC1	-0.0038486780480852	0.9818093347639144
KIAA0754	-0.1008116637350191	0.0751254845121859
KIAA0753	0.2592199960870225	0.0073083918466121
PPP1R26	-0.1376307674452929	0.3070226346446365
N4BP1	1.1368131162548525	0.0340487719221747
ATRNL1	-0.0017584126378962	0.9864040273276607
ARMCX2	-0.5389974317167358	0.0191721308848531
CEP170	0.0383304338866182	0.3252930457199656
FAM179B	0.1337078240912042	0.3852686140727664
LARP4B	-0.1337349985738676	0.0547575210089637
FAM120A	0.0812280356912943	0.0954715775856576
CES5A	0.3722676281472247	0.3366487480314236
NCAPG2	0.2334244752827143	0.0935892968361235
HELZ	-0.2625318673064981	0.1873811246651839
NCOA7	-0.8351653313692698	0.0001308738918929
MEGF10	-0.2271121894346778	0.5406007692513958
SCAF8	0.0592762281783302	0.0917266036902416
MUM1	-0.0332395149455672	0.8745364948033132
GPR126	-2.013066167597721	0.0001478665587465
NOMO1	0.3127586024469372	0.0327142233858398
BTBD11	-0.1639761387366455	0.2270040376146476
NCKAP5L	-1.4315402750350965	0.0001811689110918
JADE3	-0.5505422877196873	0.0002454347159009
ATG16L2	-0.5669786994984103	0.000143211103497
MAPKBP1	0.2983106038326786	0.2120571274431676
FAM134A	0.6675289640102752	0.0663551399735684
NPEPL1	0.2234210834103678	0.1241513049071237
GLT8D1	0.0525498121522597	0.5835254940069828
WDR44	-0.4110349133558605	0.0006153795637742
HELB	-0.2989549236832494	0.1172775246989638
CPSF6	-0.1218773451445604	0.3249656468426402
FNDC3B	0.2538714835689741	0.3413321718306156
GPBP1	-0.0280879009103652	0.596607891001743
WWC2	0.0442775755200069	0.3693940973111314
RCBTB1	0.1099751861744771	0.3090617971519737
SZRD1	-0.2426735345100271	0.1546011822074435
TBC1D31	1.7049584074803317	0.0001399703331796
KIAA1328	0.2144203702268808	0.0985993957977667
PTPDC1	0.2436086769107719	0.0582390069534108
SOGA3	-2.3440260152062824	3.0403618822e-06
TONSL	-0.2015011167385464	0.0035249682204454
RBM26	-0.0249440285420615	0.5282315060780577
ZRANB3	0.1854050408897093	0.2439258548607052
ZNF511	0.1462960334390369	0.405996711639732
XPNPEP1	-0.393579090205398	0.0004200416184846
ZMIZ1	0.0554524037308875	0.4827346199603727
HEATR6	0.324790107361356	0.0001572957229223
PSD2	0.2031361477919675	0.1553046777160026
TNPO3	-0.1308568468084553	0.2181054260174259
SMEK1	-0.100495332646636	0.1077269159487
CASC4	-0.4098168176699636	0.0085432475407672
ZNF280C	0.5622606986959711	1.37478305655e-05
SIK3	0.8339215555281642	0.0017258466060247
ATG2A	0.0609360640083026	0.3050566678407175
FAM222B	-0.7321608109892224	0.0005453221007046
RRP12	0.501732794287529	0.0427844994269983
ZNF728	0.1258197815206479	0.4166372567599459
DHX57	0.2095715787334583	0.2373688680195735
SMCHD1	0.0442837342707113	0.0989928688150317
NES	-0.6753416933185286	0.0006936828518723
NWD2	-0.2906133926093608	0.1195655788415971
POLR2M	0.6442584288896936	1.2960423885e-06
TXNDC15	0.3444505654302707	0.1904092891708584
FILIP1L	-0.9722349066841992	5.55370259468e-05
SEPSECS	0.0634920933158693	0.2842924560779125
SENP6	0.3523294767516396	0.0695947941635511
PCNP	-0.0541375410845384	0.3765338282797477
SAT2	0.4684007725244082	0.0060215343413507
TATDN1	0.5248702318545152	7.0467463215e-06
SNX6	-0.0332233276757438	0.6206970937534975
FHOD1	-0.1709560779473943	0.428523975094573
FKBP15	-0.3272688122898514	0.0090061982657263
DDX51	0.3198410904024121	0.0101509655223074
OXSR1	0.1832447530308374	0.0032334101236129
MTSS1L	-0.1619512810354649	0.1334476086733622
ATL2	0.1798735573354649	0.4424949412627791
BEND3	-0.01344692085064	0.9017063051358182
AHDC1	-0.3350359697921025	0.0133789845444328
REXO4	-0.254538210112661	0.0001875218057925
CCDC117	0.2515810421079967	0.0025629349936062
MFF	-0.2573864989013244	0.002018836259806
MAGEE1	-0.0163190368409582	0.9088036606014078
PHLDB1	0.4380614052600454	7.3040238729e-06
ECM29	-0.1080262568356644	0.38669495685855
FBXO42	-0.2609952291937324	0.19114317835462
CCDC85B	-0.469196488344055	0.0580649626542846
DHX40	0.1272651512253679	0.4521124843629877
OSGEPL1	0.3341023521130682	0.0100064417996033
MOB4	-0.1990006717333653	0.0016256202244733
CTIF	0.2432716542621919	3.715929928e-06
MAPRE3	-0.5456645678228448	0.0020662003481569
NUP98	0.1460056541731378	0.0321460070735749
RAD54B	0.3745545658185005	0.0002488880449197
DCAF15	1.0041357275146112	0.0428138660131273
TRA2A	-0.0977969780022999	0.1723413781224645
NAA50	-0.175500529361103	0.0530849129671108
DHX29	0.1275194964317026	0.3162264323938895
ATRAID	0.1189715509724801	0.2804828270313708
GNL3L	-0.2362339505784906	0.0102021188157622
HN1L	-0.3807305116543019	0.0107156731872966
FAM21	-0.0864631110465066	0.311200006900647
SNX13	-0.3968236351585663	0.3381864600321571
CAMK2D	0.2584592984507752	0.0228989014494134
RBM15B	0.106781417512692	0.1505728408487642
NUDCD1	0.0912373713233052	0.066838013292062
RHBDF1	0.0903939950993335	0.3254752327171627
DMXL1	0.121681431026291	0.0284096979861223
DDX58	0.7718104242093348	0.0015149295814847
PPP1R9B	0.2953125734452424	0.0058681444622409
MAGI1	-0.0596602240332834	0.2812814930428914
CCSMST1	0.1467767675194842	0.1516170258819668
GNPTG	-0.1952888506313042	0.0005177683654879
KRIT1	0.0735302236252501	0.5593673325802084
CASC1	-0.1057486403454838	0.0863689999411329
FEZ2	-0.1319246318344757	0.3786452235375383
WDFY3	-0.0688976476463561	0.3145471656501104
DSTYK	0.1100070446429453	0.4958387748233818
GIGYF2	-0.1758196667310392	0.0029499042352713
WDR90	0.2692590814181995	0.0042255567450317
JADE1	0.5575003421232675	0.0004473090915624
LCOR	0.032568698943489	0.7577529056271584
DDX55	0.6104617505770384	0.0038166356697171
IBTK	1.1007140117340917	0.030265336101479
ANKIB1	-0.1202438699554101	0.088913585309259
KBP	-0.4867943259073949	0.0011442534133489
ZC3H4	0.2055013504812571	0.0005795357449077
FNBP4	0.4748113174093612	4.54028273281e-05
TAOK2	0.2103192383019557	0.0757039580168225
LARP1	0.2716946769165324	0.0652401444019837
CAND2	0.0618549316819895	0.895149402770553
44261	1.8276136934002616	0.0713614014504782
IGSF3	0.1579459173485987	0.2133496953237016
TMEM194A	0.4607960708088781	0.2300091657414901
NCAPD3	0.7104467625067515	0.0059589619348712
ACAP2	-0.0928351809476171	0.1809671713217429
CCBL2	0.1690904588643779	0.3445308500383554
RECQL4	0.9482638486771944	0.000570512733611
SSH1	0.2265316223072968	0.1399421291128438
FHOD3	0.6011301622542105	0.0899488680533236
FAM63A	0.0037472723199146	0.9512689048452528
APOOL	-0.2574396708729229	0.0287565604921053
UBFD1	-0.0930612684898783	0.2935668452336182
CCDC25	-0.345619803309862	0.0017405363040426
SND1	-0.0833833546061541	0.4096180364154868
VMA21	0.3698111948656442	0.2493669883853953
OSTC	0.5059206750673185	0.1781720827316103
DNAJC15	-0.115848076606346	0.0813985519949456
NAP1L4	-0.1887355469464948	0.0473422700225788
MTCH1	0.1847656468520134	0.2694253771064415
MTCH2	0.5702865519559464	0.0094009671649435
NAP1L3	-0.4135442644150274	0.2716871456765038
MROH2B	-0.0259014777615463	0.7458221379546558
NAALADL1	-0.4090862937308243	0.0663913860793977
SPAG5	0.2467175921857667	0.0229838214159784
HOOK2	0.9183050436381526	0.0003497494144918
ABCG2	-0.46822050769674	0.107674941295992
FASTKD5	-0.1604563190036296	0.0764956616709688
TXNDC16	0.2718004764125611	0.0016200997892863
SMAP2	-0.277717801689287	2.88672666758e-05
CASD1	-0.1931989492765188	0.6887373650285302
AKAP7	-0.3000406131768018	0.0566435099581183
CPEB4	-0.6439847085259146	0.0001583467378706
LUC7L2	0.2748599786838029	0.012993924784116
RPF1	0.3551063517725553	0.0392074794125819
SPAG7	0.1678091532169766	0.1010421319305686
EML2	-0.5900018370359723	0.0002044351259474
FAM185A	-0.2918658577399482	0.0404112181735298
SLC7A6OS	-0.7924636146863756	1.75100799776e-05
FAM19A3	0.387597969340089	0.1609245203608528
MYCBP2	0.647390912113248	0.0100241590427525
PRR14	0.6621702525004547	0.0001967936771245
NEXN	0.2638358888644243	0.1388927804139723
SRL	-2.8280694586452806	0.0252053042915048
LNP	0.2773381604459599	0.3088752123195368
APTX	-0.0964436107722015	0.1234762257084078
GPATCH2	0.1061497772465313	0.1749405836382488
TMEM57	-0.0934325559976747	0.7795058992400744
CCDC93	0.2256608944434399	0.172458880576618
CKAP2L	0.199331455422829	0.0350368902819761
PRRC2A	0.1790509910519712	0.0043406641028604
STK38L	0.0642230154264848	0.495364639257081
FBXO5	0.0107485284870008	0.9461136503225328
ZNF516	0.3070264906716928	0.0003035049121368
KIAA0195	0.2081376947869811	0.1480441972143347
PLEKHM1	-0.1307669163322118	0.5947148850197692
MAP6	-0.5096226127658979	3.34222254736e-05
LATS2	-0.1176203090652031	0.2193790595256123
ENKD1	-0.1908087307225768	0.1060240238333204
NACC1	0.8442294169098292	0.0676541212314082
REXO1	0.1977405203648676	0.2221299103243525
PRPF38B	0.0557134498170135	0.4585646556624476
SYTL5	-0.8803103253158984	0.004355140724465
RSBN1	0.2859390416064037	0.0004085906670883
EPG5	0.8006042747392584	6.12927526911234e-07
RPAP1	-0.0041497797777461	0.9506367936131273
PCDH19	0.1472641021377863	0.1817160230562074
ERBB2IP	0.1086082183499286	0.2758677434878103
R3HDM2	-0.3143733163681559	0.0202393600664722
DNAJC16	0.2324465959312408	0.5810593564375529
ZDHHC17	-0.3376225348939229	0.0108746122375673
NAV3	0.0943008811064773	0.3321935065241675
UBR5	0.2233704301277944	0.0002187805060297
PLEKHM2	-0.1150223190346	0.2531564277025666
VPS13B	-0.2059923618207886	0.0243401430787756
RERE	-0.2913273501922184	0.0858364692768286
CLEC16A	-0.284339601364649	0.0001212934049717
KHNYN	-0.2830117974937294	0.0283855363442
CEP170B	0.0329778742389667	0.705934654033429
AVL9	-0.1517449464852768	0.188705463809304
44448	-0.2692265614326557	0.0543273526806341
SESTD1	-0.6274474914056396	5.05677827088e-05
SASS6	0.0765642267224031	0.3888874836549984
ANKRD13A	-0.2913020245234232	0.0202697706180075
SLC20A2	0.1110681057931307	0.2588617843678478
ANKZF1	0.6724931502098523	3.20225745128e-05
SDAD1	0.6522820021013849	0.0167146980051529
ADCK5	0.1854562489247181	0.0861554535284365
VGLL4	0.6831028831522525	0.0174252263149994
CEP104	-0.5864721348305114	0.0019599735625076
DTX3	0.2247349118204331	0.0130220696432623
TRNAU1AP	-0.0427079102241085	0.5760908191087012
SRA1	0.5680780187432503	1.99396147075e-05
TECPR1	0.1095485743521427	0.2081801979847666
DHX33	0.5624982556945447	0.0116566328022754
PRPF40B	0.1635680441043144	0.0178309240486508
CRYBG3	-0.0060064166738847	0.9552130847870828
ZMPSTE24	0.3032949534939697	0.3752981805664793
WDYHV1	-0.1316817674406555	0.1730116069006995
UBN2	0.2639795302451018	0.0220542041072586
TNRC18	0.1840026513196798	0.0007674305324079
AGFG2	-0.1783509767776417	0.4061282906960979
MTDH	0.3902193429606355	0.2502417554607959
GADL1	0.8123895702280368	0.0010301138603169
AFTPH	0.2331424571715693	0.0041928672894017
TMEM167B	-0.0879197485384605	0.0986399160930319
TMEM106B	0.4131788528558309	0.0242351775273794
PELO	0.3665997782770992	0.0004488872317272
