 	oxsm_fc	oxsm_bh
FAHD2	0.0918421423539193	0.0024464941868785
HS1BP3	0.1790578115335218	0.0002342332714879
CUL4A	0.1187890898852456	0.0005569241938206
PLBD2	-0.4084138593900779	0.9472100603382392
KIAA0907	-0.6803778972633061	0.0049915065754143
PPP1R21	-0.5843538520536528	0.0224874832851286
ROGDI	-0.3665444815451937	0.8259428294893203
DISP1	-0.3491902469181625	0.4010487734477063
STT3B	0.3745719481229534	0.0217607224416444
GPATCH4	-0.2735146710017695	0.3883015840268382
SPRYD7	-0.7049030970063705	0.021104956938406
FAM107B	-0.7045827961580828	0.1144266605077467
AARSD1	0.031755245737778	0.0027007690690125
EIF1AD	-0.5957121469271182	0.0124352538735875
SCHIP1	-0.9681216224105044	0.0006070286564357
RIC8A	-0.7697836311373136	4.90941105038e-05
ZC3H15	-0.4161994140738828	0.9879729833564184
FAM98A	-0.5963339016650413	0.004732041053492
URI1	-0.0201817184142719	0.0006896432674812
ECHDC2	-1.00973761380941	0.0009295335996031
GDPGP1	-0.3328588881944531	0.5691453584000306
SCRN3	-0.305101214245307	0.4640139838842367
PYROXD1	-0.2602976817203243	0.3422102783708656
CCDC102A	0.060057986023761	1.850466271641244e-07
QSOX2	-0.2501579399398926	0.0484430385533564
MICALL2	-0.2370641487731589	0.1819747775298468
FAM172A	-0.1909985656962233	0.0229344784658768
ITPRIP	0.7267075827694288	0.0034314994075795
ANKMY2	-0.3966898835304318	0.8701841512191171
FOXRED1	-0.1209277148399509	0.1094522919280443
D17WSU92E	-0.7758418035289257	0.00661620824922
TAMM41	-0.0620413988415872	0.0148128075527002
TEX30	-0.4343488664689388	0.6235999955576333
CCNDBP1	-0.0590955062210911	0.169471776983255
HEXIM2	0.0999361663618428	0.0004143550792112
PBXIP1	0.0520318111081962	0.3584944580555872
UAP1L1	-0.0805014703514088	0.1860527767299342
WDR70	-0.6908619848759167	0.0001242339850744
ZFYVE27	0.6937757544620955	0.0016323631207894
MPHOSPH8	-0.167355867277231	0.4407289420406844
SMYD5	-0.0715643516026662	0.0570576645962325
DHRS11	0.4277633472015411	0.0191023604004134
TBC1D2B	-0.8153827316531798	2.6487582717e-06
OGFOD1	-0.5670942349490515	0.0040399608884436
KHSRP	-0.5432085468970679	0.1065638089621502
TATDN3	0.0907131558578751	0.0001257125110297
BRMS1L	-0.3373349793225745	0.2191793643417946
UEVLD	-0.5349730286917447	0.3376416035078091
MAST3	-0.3238468748367348	0.349022860399102
RNF149	-0.1111647806832626	0.0001841079394752
ZMYM5	-0.3797429845828688	0.6711703269994503
FAM160A2	-0.5183691657111703	0.2725118880590013
FAM193B	-0.8547910563836474	0.0003461833681419
GSE1	-0.6050926224174853	0.1002241401476153
FAM117B	-0.6911030966973087	0.0425128777905521
MIER2	-0.8511689883569128	0.0099322872223705
WDR62	-0.3474594644752483	0.6238850014142346
PRMT9	-0.3065218995125343	0.139109788094121
XXYLT1	0.5146211146998158	0.0007684179582457
YRDC	-0.6857775511300881	0.1047281762531585
GTPBP6	-0.0758495890897988	0.0561408757009821
COL5A2	0.2437629896814795	0.0018081148228202
TRIP13	-0.3871222246363989	0.5636684442986586
QRICH1	-0.1780638451659575	0.0007834750224866
TBRG1	-0.1571786861477967	0.238779962775652
TMEM109	0.2747342414429454	0.0096533440290741
MIF4GD	-0.0341569101551301	0.015434264860601
TRAFD1	-0.8969245049375033	0.0326730771666464
WDR41	-0.4972555561576991	0.4001247574309694
YIPF3	-0.2525395636826406	0.0313210568777309
MEX3D	-0.7161987758791837	0.0043425545056694
ZNHIT6	-0.5451275113359717	0.2716636369598964
FRMD8	-0.7979551309384096	0.0008934421111274
NOM1	0.5321161319625163	0.1667539373130002
ZYG11B	-0.3562304261691592	0.5222648638920929
GPATCH11	-0.7160743309438254	0.000643097009347
NAT9	-0.2246085070898266	0.0006452093412623
EIF3J1	-0.7428429396207773	0.0158452997059071
LRRC58	-1.5466810202783166	0.0010914409605607
HDHD2	-0.3514747810549397	0.6642251871288615
FAM195B	-0.5450471104868377	0.1107044157307236
RREB1	-0.58170615457852	0.35398231400325
DIP2B	-0.1223748913951142	0.0059231063396477
SPG11	-0.5043733372529022	0.3462295003076335
NT5DC3	-0.5801304043080855	0.2144506731865516
LRRK1	0.0091505490404758	0.0045934419516045
SNX27	-0.773586343812711	0.0001680124852789
MIER3	-0.5799711523382924	0.1434081455884778
TMED8	-0.8780434544674719	0.0005056750346644
DOPEY2	-0.4732917427804636	0.6764075566217054
MTCL1	-0.1899739986589378	0.0105861599392234
D2WSU81E	-0.235214400137133	0.1483713146372782
RNF10	-0.8029001640425433	0.0100052807071088
RMDN3	-0.3049911454097123	0.5574979870811307
SMU1	-0.6970850324432959	0.0003659169386605
ARGLU1	-0.5615582397785804	0.0551428383334993
LSG1	-0.5763548684368476	0.0024877029862107
PPP1R7	-0.2693675472839937	0.0826050344994617
SMCR8	-0.5672285977421699	0.0138136002444003
KIAA1033	-0.0313328329536735	0.035723797659507
SPATA5	-0.5554971329275056	0.1426030211073441
COBLL1	-0.398409071372011	0.8465115341801311
LRCH2	-0.2608996873697331	0.6324023545053405
NAF1	0.0784789849139529	0.0075703498065297
PPP1R12C	-0.3829657845069273	0.4076495996516988
HDGFRP2	-0.449103393442892	0.6621988724637714
CLN5	-0.5733176969832992	0.0230843779508927
EML4	-0.1596088075526864	0.1909156099152176
PRRC1	-0.1847786830451135	0.2294382527125591
SELH	-0.3295271778874241	0.5675884593259873
RBM20	-0.2965765118544872	0.1521486741385608
BRD9	-0.3144163769909223	0.2643002010413898
TGFBRAP1	-0.320570252369815	0.1374557383510225
SLMAP	-0.2386306167305057	0.2445979037072029
CCDC51	-0.1405412685985634	0.0024629049997931
PEG3	-1.1563801852683788	0.0596662832695532
ZNF48	-0.2864455380850446	0.1487163773095282
PLCL1	-0.1554620299992536	0.2676763157143918
SFSWAP	-0.4355186089747289	0.780146210894049
FCHSD2	-0.0385987653759716	0.0164489883772416
ERMP1	0.8269904367656619	0.0073151570414471
KDM7A	-1.181856890718491	0.0032236920035266
KIZ	-0.8493391801325098	0.1727137060997191
NARG2	-0.1327637599731641	0.0447499838549568
FAM86A	-0.6471686603916272	0.0146059240519389
TMED1	-0.280095470284425	0.4421829087782803
TTC9	-0.5356030988082794	0.3216271666533845
CCDC176	-0.406777171851534	0.9070779896101904
RBM44	-0.804020502993178	0.0077832781555633
TMEM237	0.1182245516406773	0.002639828473309
OLFML2B	-1.0180593492037533	0.040500252006245
CKAP2	0.1138310399505252	0.0008179897549556
ESF1	-0.7334805056665771	0.0892148887255496
TMUB2	-0.2491196292154874	0.4190237420044687
LACE1	-1.0040963066776292	0.0002020417119841
PACS2	-0.394465866146768	0.7654450981059465
VEZT	0.2131785998520478	0.0074717375446966
SNX25	0.7050193426781909	0.0036273263583592
ZFAND3	-0.8070664019437033	0.0008291980524106
SRBD1	0.3481644033288396	0.015140185275735
BAHD1	-0.6177566387672431	0.1628795063326152
SYNE3	0.6036013135389745	0.0090200823132099
KLHDC2	-0.5185801381933212	0.3269781247316485
ABRACL	-1.0080120342991208	0.0031799147553945
ODR4	0.5138176380580518	0.0166847231419942
ATAD5	0.3647082939113588	0.0058721455555684
MUM1L1	0.2112609986166508	0.0003157888217603
CDV3	-0.7230291998069438	1.64238687698e-05
SNX33	-1.0531117193096224	0.0016788751774464
TMEM65	-0.5627995518095703	0.3249483482823845
TAPT1	0.3432935398070588	0.0779319002678692
R3HDM4	0.4428656192634762	0.1110248951987013
MAEA	-0.4701503504131482	0.689844207008903
RC3H1	-0.6329051337294233	0.022237834083846
FAM173A	-0.5657337965895571	0.1331482608912799
PHACTR4	-1.1744488082764974	1.40831818236e-05
OPA3	-0.542543339102477	0.0769606052783519
LRRC47	-0.4086757240547033	0.953626501773279
ZNF827	-0.4358740057062483	0.6318714195902679
CCNL1	-0.2144847480832469	0.2747720405545803
PRUNE2	-0.4049366571579265	0.945830470011474
ADCK4	-0.133419357747889	0.0153088517566039
DEPTOR	-0.0078569524402946	0.0187806691415423
GALNS	0.2219090447177306	0.0011123024264043
URB1	0.0475434667400557	0.013031061314949
ALDH16A1	-0.2261776886573066	0.0056903018101696
EAPP	-0.5854739760048518	0.0213950550363121
MYPN	-0.0799780280713656	0.2072508179698129
FAM208B	0.0986045076156662	0.0340617798798151
AFAP1L2	0.4174908152419477	0.0109961298807752
KIAA1551	-0.1286077511929487	0.0042687646293321
JCAD	-0.8017531452778365	0.0157184995755393
ZFYVE26	-0.5848682035615382	0.1102492420198344
HSPB6	0.1115088260882164	0.0067037683280862
RASSF5	0.1676027185687671	0.010676306924376
PRKAA1	-0.3030453669891517	0.3862573338354508
NUFIP2	-0.5813853747638897	0.0025879608261292
TMEM2	0.4904116832138514	1.4927719505239982e-08
VPS13A	-0.2165326187756562	0.1538445648992022
MTUS1	0.2018099263866217	2.34228258834e-05
SLC25A51	-0.4050669840186558	0.8826495537200628
SLC38A10	-0.3860727213076926	0.7315084677756805
SLC30A9	0.1257270599768408	0.0007176614063134
VPS41	-0.4342595012251594	0.8606534140997807
COBL	0.262001849585869	0.0003711310091319
TTF2	0.1190112520779737	0.0182802025634144
SLC16A11	0.4587689079174996	0.0195961614496902
URGCP	-0.359563019712652	0.2462201824350111
NSRP1	-0.3208014573930176	0.2525553893269627
NEURL4	-0.9376739437556352	0.0002639269455946
KIAA1211	-0.6778333375038966	0.0778174055891743
HEATR5A	-0.5801439279164589	0.0001233307757336
OSBP2	-3.9022207889849834	4.612247692709164e-07
ZSCAN26	-0.086051984288101	0.06428747373862
NOL10	-0.0971883589229949	0.2411014218196039
G2E3	-0.2916668284769089	0.4481960248449229
SMIM7	-0.2989121925100578	0.3199112902719424
MOCS1	0.0193917901116699	0.0040023464173166
GSTCD	-0.1435462234876273	0.2126992279367629
RBM27	-0.4860398604998284	0.6359171951878245
CCDC157	-0.7998029836622269	0.0397758047352512
BOD1	-0.8868231673169837	0.0045619364545969
TOM1L2	-0.6477320788889642	0.1158455148707842
DHRS13	0.3741108913772171	0.001539110084328
TEFM	0.1175771168427168	0.0105188995331989
COIL	-0.0369442545480382	0.0040873524543961
ANKRD40	-1.1498376969226785	0.0062457710418945
LUC7L3	-0.3585154346018359	0.6067890071485765
GGNBP2	-0.3231435822307734	0.3450868931591843
RAP1GAP2	0.2522809504009959	0.0391115124223713
TBC1D9B	-0.0254984552001286	9.8561540256e-06
NACAD	-1.0237118157817495	0.0044681111748403
ACACA	-0.412079352645772	0.9789669771551264
MYH1	-3.6080524189000736	0.0056144160866804
BRIP1	0.0298074546955024	0.0167613393545647
SPECC1	-0.230629055484784	0.1133504011572257
MYO1D	0.8954722316595541	1.0394655809e-06
TMEM199	0.041675643170826	0.1858470372554414
KPRP	-0.9971242752098266	0.1079679149751433
RABL6	-0.3750039816023201	0.5759182007747623
UBR3	-0.442146092095061	0.7742730486867915
SCAF1	-0.4223645677609944	0.7839076863273338
REPIN1	0.0218091527090735	0.0093127083277197
MIER1	-0.7744101193756999	0.0218782444011999
ATP13A3	-0.6407969037335682	0.2098461311252222
JAGN1	0.8069214120508881	0.0001011373663234
ZDHHC20	-0.0025257969148032	0.0007474726122064
ZDHHC18	-0.5465151758323635	0.5034335964688292
CLPB	-0.1159150750642402	0.0129505978699892
KHDRBS1	-0.6408063091279262	0.0245354058255463
IRGM1	0.5865977126922812	0.0001197850282918
LY75	-0.5855810140497432	0.0008132548801615
STXBP3	-0.149025732428941	0.0560049657925738
NFKBIB	-0.6232639305695339	0.1136840238628772
AKT2	-0.8502763816049799	1.68631313345e-05
DVL2	-0.1832399687898917	0.0001782091535194
COL12A1	1.0063553502978742	0.0031944621824557
HELLS	0.6365976570281554	0.0007063076499064
RIPK1	-0.0213572844588949	0.0002836248463786
CAPRIN1	-0.733650425297712	0.0003273417343145
PTER	-0.3569631977597202	0.5108612996991065
VDAC1	-0.1839177191611134	0.0828494449946656
LAPTM4A	-0.9723568656320732	0.0811225412469362
SCARB1	-0.4651794639199629	0.3441489632001518
PAK3	-0.6752913244082563	0.090700306177018
TSC2	-0.3815894143571599	0.8252225237424872
NIN	-0.6861446578729615	0.0035155920499881
DVL3	-0.8423923864253711	0.0105109107286103
EI24	-0.11742455376764	0.35889769898332
PPM1G	-0.4738762319041549	0.331973047517162
MAP3K2	-0.5726265219244173	0.2457937978346067
DPF2	-0.5744101065139064	0.0944002739666029
SDF4	-0.4307186560665114	0.625070215593545
PRPF4B	-0.3243719210993029	0.1509883449086912
BCAR1	-0.8906220516937795	0.0117759071666934
SPIN1	-0.7969812006181648	0.4074283282552604
EIF2D	-0.0665474977096482	0.0034184552018461
SNTA1	-0.2615121500754452	0.0154695015123438
SNTB2	-0.2342375692727379	0.26053775046238
IGBP1	-0.2939969067692289	0.1633218956017258
SIX4	-1.15732364948793	2.8996414261984005e-07
TNFAIP2	-0.3107723985729392	0.148545590549354
BCAP29	0.3048958264872383	0.0928727560472441
BAD	-0.1922584567185012	0.0095119280762067
IFT88	-0.0384735438457247	0.0292997086139452
CMAH	-4.283943052805529	0.0002432611128064
MSLN	-0.6630229621732826	0.6285273097308777
EWSR1	-0.3593115262259027	0.6243811496047458
FCGRT	-0.4074154836698873	0.9050486947996634
FOXC1	0.5107071455752239	0.0573843447794584
FKBP10	-0.4730612371104733	0.3555106107336405
IGFBP7	-0.1846007395837706	0.0856007590650195
FXR1	-0.7809248830473976	0.0168502761105308
GLI3	-0.599573706874864	0.1104996851909658
ZNF148	-0.2338478296519161	0.1537137248930753
DDX19A	-0.5524324123683956	0.0977965782727578
ATRX	-0.1690143928526288	0.061756873978489
ITIH2	-1.0944071739297427	9.96070106676e-05
DNAJC1	0.503586732171896	0.0487594922258505
LASP1	-0.7545318256364866	0.1589534746479946
MELK	-0.5830831889859002	0.3958235072545565
FOXC2	-0.4521654271005537	0.8308769939391094
CMC4	0.1400821695625483	0.0103449626062721
NOTCH3	-0.0465249122151184	0.006477939528397
CEP131	0.0706825048946755	0.0671432982715267
PLCG1	-0.3448073405622192	0.0734275691986041
PPP1R14B	-0.9023684648671506	0.001544147422896
PTPN21	-0.3474882276512473	0.766651777048705
SEMA4B	0.3022017891797821	0.0003508119993414
TGFB1I1	-0.8035537455573079	0.0034797473894287
SHH	0.0973915039381267	0.0044713218300038
SIX1	-0.9631865091166344	0.0001558768632543
SS18	-0.6128568899993287	0.2169137731315001
TGFBR2	-0.1348118063182579	0.0245653445940753
TGOLN1	-0.2688726768043478	0.1208166691349956
ZPR1	-0.5435954729532257	0.1468077156035978
PHLDA1	-1.5901090782968297	3.41241516196e-05
IRAK1	-0.0398991445263753	0.0180981670216717
SPEG	-0.3821417538858765	0.5202312116325832
SMAD2	-0.5618574598616995	0.272371533100185
FKBP3	-0.24716797868872	0.0018466302425602
ZFP91	-0.219198865013102	0.1307551571107408
ZYX	-0.3511968954957513	0.7194993968527296
SDPR	0.0226132770169976	0.3468582033138119
MAP2K2	-0.7795287280258468	0.0089785639760771
RAB34	0.2896637783880092	6.807736179364806e-07
RALY	-0.5185250794404974	0.0239695753107016
TFE3	0.2020713274713699	0.0001700614625421
CCDC18	-0.1085079577049265	0.0519916379755675
AEBP1	-0.2301638335717527	0.19776549164451
TRIM24	-0.0610236215569937	0.0003705024795968
SEMA4C	-0.6661231193024105	0.0049855706488925
BTF3	-0.5264989721616731	0.0397369525188939
LY6E	-0.7729105825287212	0.0179620948024662
CDK6	-1.3205074439393	3.70826038871e-05
TM4SF1	0.1933543714761659	0.0281399628282657
NTAN1	-0.5956655802323877	0.1095837276506191
SDC3	0.1038562313198225	0.0107009766918288
HIST2H2AB	-0.1650965145820245	0.1676164563815627
CR1L	0.1755212058404765	0.031947087963221
RBM12B2	-0.9036857581215127	0.0052472796966863
PAPD5	-0.3370539889439203	0.3328651057213737
KIAA1549	1.2409692492790665	0.0007986371496711
FAM65A	-0.7487750364165413	0.0087058708899607
ZC4H2	-0.7374403813062531	0.0017151877393724
SPTY2D1	-0.8023323435142321	0.0066714664555117
GALK2	-0.5120485625557454	0.5567449127279294
APEX2	-0.731503585465142	0.0010937143912208
MEX3B	-1.6484855699083882	3.81162761997e-05
PWWP2A	-0.3958550542130742	0.9151147309254744
ZNF512	-0.1592767662114952	0.2456815938153508
LRRCC1	-0.4091269031756501	0.9325504808265274
GPALPP1	-0.6457237395684925	0.1325606099117433
KIAA1432	-0.249548178863139	0.0068467535393909
GNPTAB	0.3706414038903937	0.0061950589501071
MYOF	0.3729363087757215	0.0117595686946421
PNKD	0.1031238438143288	0.0069717635539562
KIAA1161	-1.0763543907318245	0.0359790329646194
FAM208A	-0.5728314812031534	0.5356640760426463
PDZRN3	0.6949018370525285	0.0001343710104719
EHBP1	0.0687843208294605	1.71087886723e-05
MORC2A	-0.6551215591402241	0.0006970703303758
TMCC1	-0.5348795717621396	0.5886452436817462
KIAA0754	-1.1999943292841275	1.9264398429e-06
KIAA0753	-0.1967195181556372	0.0337373194103858
PPP1R26	-0.8799116063078072	0.0026599978132526
N4BP1	-0.6783776630752336	0.0039066824683196
ATRNL1	-0.2041744559177127	0.1217899679601469
ARMCX2	0.1762536295617354	0.0018495551244229
CEP170	-0.4953931208940513	0.1134757951565325
FAM179B	-0.0157218775423588	0.1171090924258312
LARP4B	-0.5768858702964765	0.0042812217599845
FAM120A	-0.0762584748884756	6.17648948398e-05
CES5A	-0.0917255653608036	0.4383250131607639
NCAPG2	-0.2209933039343616	0.0956005374187827
HELZ	-0.4304449812950645	0.9199863501585512
NCOA7	-0.881670574271939	0.0084123639129859
MEGF10	-0.5834857036440748	0.3138405328218125
SCAF8	-0.5102946547600454	0.0315681904462404
MUM1	0.0445890923591868	0.0721677345944416
GPR126	-1.0226288538579258	0.0393082985707979
NOMO1	0.1859709859215846	0.0045210697437601
BTBD11	-0.588093999245442	0.5947562533865871
NCKAP5L	-1.4652297445911195	0.0016519116122488
JADE3	-0.9038895470513773	5.38758401493e-05
ATG16L2	-0.545329893216607	0.1069333636120153
MAPKBP1	0.0018628252299756	0.1343294720059823
FAM134A	0.6503901666782519	0.0035822357809783
NPEPL1	0.0286140163912729	0.034502978263459
GLT8D1	-0.3316950456928911	0.5340095779347745
WDR44	-0.7188194148264578	0.0106326474038011
HELB	-0.2352291101918315	0.3063801591914703
CPSF6	-0.5270180343695159	0.4294674344955893
FNDC3B	0.236359041004602	0.0370035690757986
GPBP1	-0.4525010433495574	0.5490309621081196
WWC2	-0.3494417212632809	0.2622761346244644
RCBTB1	-0.5158542239946	0.2273524154703715
SZRD1	-0.748923754973434	0.1136575036959507
TBC1D31	0.9937227061995112	0.0002218329611541
KIAA1328	-0.4621827925460788	0.8167007771850634
PTPDC1	-0.2273858401203626	0.051961410094037
SOGA3	-2.149510239053107	0.0001714790379584
TONSL	-0.5458228896539371	0.2996529333170122
RBM26	-0.7984422756096173	5.22710636552e-05
ZRANB3	-0.3483545321673307	0.6269255366524699
ZNF511	-0.3101821757420381	0.5996717806983952
XPNPEP1	-0.6642618962416152	0.0093201604920874
ZMIZ1	-0.4939945073736911	0.3985413089736757
HEATR6	-0.2633152202293699	0.0009432083023626
PSD2	-0.3025253680380736	0.3744041584913093
TNPO3	-0.4241455938698341	0.940975694618959
SMEK1	-0.6410861021317088	0.0177093395541211
CASC4	-0.714378717294601	0.1463630443749801
ZNF280C	0.1621704013033426	6.3629528241e-06
SIK3	-0.3412117628106594	0.5613726113516752
ATG2A	-0.2688720162881174	0.0040730013636014
FAM222B	-1.0289734449935175	0.0050317746356038
RRP12	0.2380736065148166	0.0377509795938951
ZNF728	-0.3356435643482066	0.3288541328594235
DHX57	0.0152769676674743	0.0968664163351611
SMCHD1	-0.1962140117782141	6.388639540136129e-07
NES	-1.4537412582995597	0.000260616859208
NWD2	-0.1805675734471234	0.2049904497448152
POLR2M	-0.6491951114856277	0.0045589218976113
TXNDC15	0.3295342319532815	0.0077782202718495
FILIP1L	-1.212122576422656	0.0031101308599314
SEPSECS	-0.4099600594491166	0.9626963082060208
SENP6	-0.1579947331920559	0.2508829919639811
PCNP	-0.7412140525670511	0.0091745867588264
SAT2	-0.1400387592945218	0.1216395510811423
TATDN1	0.0131789434589931	0.1108042108224936
SNX6	-0.7192028046725011	0.0042034342139319
FHOD1	0.3682251691028778	0.0022013864871469
FKBP15	-0.9173153099540152	0.0040263986546822
DDX51	-0.2905314461134726	0.1842977214583756
OXSR1	-0.6451432032852932	0.0026167598313311
MTSS1L	-0.1156789692295441	0.0001189723820878
ATL2	0.0193939104578447	0.1125910664048285
BEND3	-0.217333498772146	0.3145971083157066
AHDC1	-0.6212335045847607	0.2129977890168516
REXO4	-0.7835466680270995	0.0001441287588937
CCDC117	-0.4482654242848684	0.660598313443142
MFF	-0.5348865777597633	0.1018005413809147
MAGEE1	0.6868770080789768	0.0063295724975092
PHLDB1	-0.6341581221253142	0.0014324759931013
ECM29	-0.5370090782764698	0.2975382461555738
FBXO42	-0.7732272212572238	0.1025336538532327
CCDC85B	-0.402657301791512	0.9401539098211016
DHX40	-0.1927602004908304	0.2554515130069518
OSGEPL1	-0.1992480494085888	0.0690269445789394
MOB4	-0.7713204610888718	0.000210476352003
CTIF	-0.4111797369916362	0.9824761970914354
MAPRE3	-0.8070247773121475	0.0146183444562556
NUP98	-0.5996086646029629	0.0149878716998973
RAD54B	-0.2962913455489969	0.1283184520389716
DCAF15	-0.208398566161638	0.0875154384639387
TRA2A	-0.3826382040136121	0.59768259350074
NAA50	-0.7720264970830744	0.0076750016299868
DHX29	-0.0728812775560841	0.0125031711303675
ATRAID	0.0775860825732117	0.0037198958198087
GNL3L	-0.5204747475633758	0.0142842667308785
HN1L	-0.5656116422542574	0.224212371620763
FAM21	-0.4447921162459979	0.6717269791062023
SNX13	-0.2702937008876521	0.6859241136912363
CAMK2D	-0.1473954680694598	0.1982167230324082
RBM15B	-0.509370411751418	0.2414099513425684
NUDCD1	-0.4125529585570417	0.92887398433083
RHBDF1	0.0769395014272053	0.0001465674378433
DMXL1	-0.4724114167524764	0.5109965132707329
DDX58	0.9558477027013272	0.0004883207911427
PPP1R9B	-0.2262313500535836	0.063475996800168
MAGI1	-0.2404043691399234	0.3065996567317522
CCSMST1	-0.3948200616908571	0.8488890229521976
GNPTG	-0.4675108956677185	0.0620421955151314
KRIT1	-0.3406738301520794	0.6668393288335284
CASC1	-0.22515251461403	0.0554783704726486
FEZ2	-0.5758732784948719	0.3246776766202039
WDFY3	-0.3654010573495007	0.6376934406470842
DSTYK	-0.1296279955649991	0.0905015029246312
GIGYF2	-0.5785959731575001	0.0042442463118545
WDR90	-0.2387204102038586	0.0001425878013265
JADE1	0.1464823154968267	0.0007393807875734
LCOR	-0.1931492890545288	0.1465696675565176
DDX55	-0.1052481457098637	0.2320501253101697
IBTK	0.1552463304568254	0.0771794217025487
ANKIB1	-0.5082527513775689	0.2519614309881491
KBP	-0.4898726489723287	0.4875727433960993
ZC3H4	-0.2985543750873906	0.0031704833645141
FNBP4	-0.640324628868608	0.0195446902116771
TAOK2	0.0616644477661939	0.0001278939244524
LARP1	-0.0597338331084555	0.0266686203115761
CAND2	-0.516816923371845	0.8583479165766417
6-MAR	-0.0971227753727415	0.034982146244733
IGSF3	-0.2552898418741141	0.1993740342540854
TMEM194A	0.674044003643	0.0200466377276047
NCAPD3	0.1947210413132779	0.0100707985861633
ACAP2	-0.3695534438951895	0.4261180738697692
CCBL2	-1.032969420370197	0.002629851361252
RECQL4	-0.0965149621021251	0.1985341893040063
SSH1	-0.1178428246701832	0.1590407619509337
FHOD3	0.4820090946703233	0.0057974827292898
FAM63A	-0.550694049586733	0.144883226042581
APOOL	-0.3326058751426633	0.3373170908379522
UBFD1	-0.6807353930645389	0.0068966393027472
CCDC25	-0.8797550371437648	0.0005718159506283
SND1	-0.1631186192449626	0.1375468849277634
VMA21	0.6319824020956475	0.0055709755213728
OSTC	0.3331405277745652	0.0477598579976436
DNAJC15	-0.2774672335362065	0.3041093502991686
NAP1L4	-0.5905064334428174	0.0878909180450176
MTCH1	0.2086108402490951	0.0085227380971942
MTCH2	0.3348531722671654	0.1033871213708721
NAP1L3	-1.1912229210982783	0.1234456448668148
MROH2B	-0.5364835877364721	0.1856992355658733
NAALADL1	-0.8072132553366546	0.1046937239346132
SPAG5	-0.5458485420406547	0.2372196707837858
HOOK2	-0.2308088469196333	0.2044456636412522
ABCG2	-0.7484783077030943	0.322051407937631
FASTKD5	-0.4200640910015766	0.9773557655303032
TXNDC16	-0.1352777693927324	0.0106053801525436
SMAP2	-0.6937580602385872	0.1132330819112907
CASD1	-0.3682239545821363	0.9212863322001796
AKAP7	-0.0600573817999812	0.0309963212413643
CPEB4	-0.846339613336996	0.0032102025034075
LUC7L2	-0.3106370391363059	0.5627964602838325
RPF1	-0.3429115575071035	0.7321062347193965
SPAG7	-0.3618816824023843	0.405313686446956
EML2	-0.3215941449826674	0.593038765276872
FAM185A	-0.7339877963178516	0.0017030027763802
SLC7A6OS	-0.7935885610039431	0.0047983301328618
FAM19A3	0.0603033363447085	0.180080867388934
MYCBP2	0.2458329982557936	0.0859166575597445
PRR14	0.0425796421352842	0.0013348197435767
NEXN	-0.7048113764613544	0.1561372811701614
SRL	-4.131987696802212	0.0362978037397553
LNP	0.2660910107297946	0.0374728801182793
APTX	-0.6088938082424826	0.0002654282173433
GPATCH2	-0.3546080474734912	0.3586762937932765
TMEM57	-0.1274026496263364	0.4075490310793643
CCDC93	-0.0456170182499407	0.0479813548005978
CKAP2L	-0.3023710854439281	0.0559181868109245
PRRC2A	-0.4795418892609869	0.1987605045308078
STK38L	-0.37727876913656	0.7268477672644511
FBXO5	0.0372389613197212	0.061156714409453
ZNF516	-0.4438120937135387	0.6771657490890391
KIAA0195	0.1652916051316934	0.0113219075834159
PLEKHM1	-0.3693649544643408	0.8506260680300928
MAP6	-1.122118908261324	0.0004859430970409
LATS2	-0.4621667211075947	0.6658224106697564
ENKD1	-0.1491335585326683	0.0094094910559936
NACC1	-0.5908042519136802	0.1147761110429743
REXO1	0.0314776552317599	0.0129691235816801
PRPF38B	-0.5398759425655751	0.3765757588485157
SYTL5	-0.1252457313126378	0.2744787445380307
RSBN1	-0.4507399718352957	0.6393521026662141
EPG5	-0.3440119368866659	0.2366746147852662
RPAP1	-0.6485008404319399	0.0021227215472732
PCDH19	-0.1779158855997429	0.3197543409374727
ERBB2IP	0.0320460265919268	0.000601211085953
R3HDM2	-0.5537427761987341	0.2668564511916574
DNAJC16	0.3437424027060377	0.0523978729974046
ZDHHC17	-0.3590829227925728	0.5697764413915297
NAV3	0.0183810344010732	0.0017070140531692
UBR5	-0.1374114725933007	1.8139769754e-05
PLEKHM2	-0.6162276674174141	0.0128129951411718
VPS13B	-0.8017961438016977	0.0044135201203868
RERE	-0.4614176184767781	0.6750378432856317
CLEC16A	-0.8214716418566209	0.0026497858725798
KHNYN	-0.7184369747475478	0.0227193399944662
CEP170B	-0.6287417053517613	0.0062712938871241
AVL9	-0.2210858573930167	0.0517973571373443
9-SEP	-0.3706301265969432	0.6137049520277776
SESTD1	-0.9511953387996376	0.0001802632146843
SASS6	-0.6393978143082337	0.0501871608962336
ANKRD13A	-0.8539762370233717	0.0042009718208269
SLC20A2	-0.1770068639828253	0.054542527176842
ANKZF1	-0.1918317432248941	0.0013326491893923
SDAD1	-0.1935127986293922	0.4774248091984814
ADCK5	-0.0326269035517025	0.0011294147910547
VGLL4	-0.1583554692466844	0.3398824406120412
CEP104	-1.116224185794744	0.0013195421046137
DTX3	-0.3614778809550219	0.5721268208597389
TRNAU1AP	-0.5429217141381234	0.2633770171188093
SRA1	-0.2212159146106228	0.2447921063578204
TECPR1	-0.3172267844318117	0.2755909348703322
DHX33	-0.2470469709321931	0.4696745697090221
